"Display Order","Product Details","ASIN","URL","Image URL","Brand","Price  $","Parent Level Sales","ASIN Sales","Recent Purchases","Parent Level Revenue","ASIN Revenue","Title Char. Count","BSR","Seller Country/Region","Fees  $","Active Sellers","Ratings","Review Count","Images","Review velocity","Buy Box","Category","Size Tier","Fulfillment","Dimensions","Weight","ABA Most Clicked","Creation Date","Sponsored","Best Seller","Seller Age (mo)","Seller"
136.,"Love's cabin Quilts for Queen Bed Umber Bedspreads - Soft Bed Summer Lightweight Bedspread Comforter - Modern Style Coin Pattern Coverlet for All Season - 3 Pieces (1 Quilt, 2 Pillow Shams)","B0B6317PD3","https://www.amazon.com/dp/B0B6317PD3?psc=1","https://m.media-amazon.com/images/I/91pHCiUGROL._AC_SY355_.jpg","Love's cabin",34.99,32390,284,400,1178630.84,9528.23,189,330,"CN",13.62,4,4.6,9247,7,178,"Lovescabin","Home & Kitchen","Large Standard-Size","FBA","13.39 x 6.22 x 10.83 in",5.22,"N/A","Sep 25, 2022",,"No",48,"Lovescabin"
137.,"Beige Quilt King Size Bedding Sets with 2 Pillow Shams, Lightweight Soft Bedspread Coverlet, Quilted Blanket Thin Comforter Bed Cover, All Season Summer Spring, Tan Cream, 3 Pieces, 104x90 inches","B0BX2X7DPN","https://www.amazon.com/dp/B0BX2X7DPN?psc=1","https://m.media-amazon.com/images/I/71xUaD596oL._AC_SY355_.jpg","WDCOZY",40.49,3745,219,200,148036.6,9143.58,195,10105,"HK",14.98,5,4.2,3174,9,81,"WDCOZY","Home & Kitchen","Large Standard-Size","FBA","17.01 x 7.17 x 7.64 in",5.91,"N/A","Feb 27, 2023",,"No",43,"WDCOZY"
138.,"EVERGRACEHOME Stonewashed Cotton Quilt Set, King Size, Mocha Brown","B0DB544RPP","https://www.amazon.com/dp/B0DB544RPP?psc=1","https://m.media-amazon.com/images/I/81yxqb7FfIL._AC_SY355_.jpg","EverGrace",119.99,1437,221,100,162224.28,25393.03,66,43286,"US",27.41,5,4.1,426,9,24,"EVERGRACEHOME","Home & Kitchen","Large Standard-Size","FBA","17.72 x 5.31 x 12.99 in",9.3,"N/A","Jul 24, 2024",,"No",26,"EVERGRACEHOME"
139.,"Autumn Dream Cotton Bedspread Quilt Sets, 3 Pieces Reversible Comforter Coverlet Sets, Blue Floral Paisley Bedspread, King Size","B09M3QDXHN","https://www.amazon.com/dp/B09M3QDXHN?psc=1","https://m.media-amazon.com/images/I/71x8cAMQZAL._AC_SY355_.jpg","Autumn Dream",86.89,528,45,"N/A",40897.06,3795.76,127,138811,"CN",22.67,1,4.6,880,9,5,"AutumnDream","Home & Kitchen","Large Standard-Size","FBA","17.04 x 6.34 x 12.20 in",6.94,"N/A","Dec 14, 2021",,"No",57,"AutumnDream"
140.,"HORIMOTE HOME Pink Ruffled Quilt Queen Size, Stone-Washed Microfiber Lightweight Crinkled Farmhouse Rustic Shabby Chic Bedding Set, 3 Pieces Reversible Bedspread with Pillow Shams for All Season","B0CFZVWMZ9","https://www.amazon.com/dp/B0CFZVWMZ9?psc=1","https://m.media-amazon.com/images/I/81VAuTva-LL._AC_SY355_.jpg","HORIMOTE HOME",56.99,3503,314,300,191693.81,17889.5,194,13088,"CN",17.38,3,4.4,1325,8,81,"HORIMOTE HOME","Home & Kitchen","Large Standard-Size","FBA","16.57 x 5.63 x 12.64 in",5.8,"N/A","Aug 17, 2023",,"No",37,"HORIMOTE HOME"
141.,"Drucon Khaki Quilt Set Queen Size, Toile Farmhouse Bedspreads, 3 Pieces Rustic Village Landscape Printed Coverlet, Soft Microfiber Quilt Bedding Set for All Season (96x90 Inch)","B0DFYF2SCM","https://www.amazon.com/dp/B0DFYF2SCM?psc=1","https://m.media-amazon.com/images/I/81WmCJiIVCL._AC_SY355_.jpg","Drucon",25.99,218,44,"N/A",6638.32,1057,176,154290,"HK",12.87,1,4.5,250,7,6,"GOODIDEA HOME","Home & Kitchen","Large Standard-Size","FBA","16.18 x 6.93 x 7.32 in",4.63,"N/A","Sep 3, 2024",,"No",24,"GOODIDEA HOME"
142.,"KASENTEX Oversized King Quilt Set 112x106, Soft Washed 3-Layer Lightweight","B07M6LW93W","https://www.amazon.com/dp/B07M6LW93W?psc=1","https://m.media-amazon.com/images/I/81YlNP81LSL._AC_SY355_.jpg","KASENTEX",79.99,3336,104,100,201783.56,7692.88,74,19803,"US",21.39,1,4.4,5638,8,37,"KASENTEX","Home & Kitchen","Large Standard-Size","FBA","16.10 x 6.18 x 12.05 in",7.31,"N/A","Jan 8, 2019",,"No",92,"KASENTEX"
143.,"WONGS BEDDING Grey Quilt King Size, Boho Striped Patchwork Bedspread","B0CQ71Q83V","https://www.amazon.com/dp/B0CQ71Q83V?psc=1","https://m.media-amazon.com/images/I/8105hgYyLBL._AC_SY355_.jpg","WONGS BEDDING",34.85,2778,169,200,104327.5,5914.01,68,12146,"HK",14.76,1,4.6,1109,9,39,"Wongs bedding USA( Gift shop)","Home & Kitchen","Large Standard-Size","FBA","15.94 x 6.89 x 8.58 in",4.88,"N/A","Mar 3, 2024",,"No",30,"Wongs bedding USA( Gift shop)"
144.,"Whale Flotilla Soft Geometric Queen Quilt Set for All Seasons, Orange","B09T6VH9CC","https://www.amazon.com/dp/B09T6VH9CC?psc=1","https://m.media-amazon.com/images/I/81w+EUJq6sL._AC_SY355_.jpg","Whale Flotilla",27.99,2518,99,100,73079.27,2695.35,69,34052,"CN",12.08,2,4.6,2346,9,20,"Whale Flotilla","Home & Kitchen","Large Standard-Size","FBA","16.45 x 6.34 x 6.54 in",3.89,"N/A","Feb 23, 2022",,"No",55,"Whale Flotilla"
145.,"Cottolester Fall Quilt Set Queen Size 3 Pieces, Brown Striped Bedspread, Boho Plaid Bedding Set Soft Microfiber Quilt with 2 Pillow Shams 96""x90""","B0D142C3Q8","https://www.amazon.com/dp/B0D142C3Q8?psc=1","https://m.media-amazon.com/images/I/81cBindBGJL._AC_SY355_.jpg","Cottolester",35.71,2734,99,100,107515.43,3509.74,145,19092,"CN",13.66,1,4.6,1488,7,92,"leike US","Home & Kitchen","Large Standard-Size","FBA","14.53 x 6.73 x 7.20 in",4.23,"N/A","May 28, 2024",,"No",28,"leike US"
146.,"Exclusivo Mezcla 3 Piece Quilts Queen Size Bedding Set, Blush Pink","B0CNXHMM7R","https://www.amazon.com/dp/B0CNXHMM7R?psc=1","https://m.media-amazon.com/images/I/81Cnuy0Y9YL._AC_SY355_.jpg","Exclusivo Mezcla",25.99,3258,185,200,95170.66,4949.14,66,11881,"CN",11.78,2,4.5,2468,6,64,"Exclusivo Mezcla","Home & Kitchen","Large Standard-Size","FBA","16.38 x 5.63 x 6.89 in",4.06,"N/A","Nov 23, 2023",,"No",34,"Exclusivo Mezcla"
147.,"Wake In Cloud - Floral Quilt Set, Botanical Vintage Flower Coquette Cottagecore for Women Teen Girls, Reversible Lightweight Bedspread Coverlet, 3 Pieces, Olive Green, Queen/Full Size","B0CRPTFC4P","https://www.amazon.com/dp/B0CRPTFC4P?psc=1","https://m.media-amazon.com/images/I/81475XvN+dL._AC_SY355_.jpg","Wake In Cloud",27.99,520,207,50,14836.17,5992.02,183,116408,"AU",13.07,1,4.4,130,7,5,"Wake In Cloud","Home & Kitchen","Large Standard-Size","FBA","13.86 x 4.13 x 11.77 in",4.92,"N/A","Jan 6, 2024",,"No",32,"Wake In Cloud"
148.,"NEWLAKE Quilt Set Queen Size, 100% Cotton Patchwork Green Bohemian Quilt Sets, Reversible Bedspread Lightweight and Breathable for All Seasons, Soft Quilted Bedspread with 2 Pillow Shams","B07D4CQC61","https://www.amazon.com/dp/B07D4CQC61?psc=1","https://m.media-amazon.com/images/I/91cCiU6wjiL._AC_SY355_.jpg","NEWLAKE",78.99,3028,156,100,199035.26,11163.14,186,39111,"CN",21.07,1,4.6,10163,9,20,"Newlake Bedding","Home & Kitchen","Large Standard-Size","FBA","17.24 x 4.29 x 11.89 in",6,"N/A","May 16, 2018",,"No",100,"Newlake Bedding"
149.,"Litanika Queen Size Quilt, 3 Pcs Black and White Stripe Bedding Set","B0C653X34K","https://www.amazon.com/dp/B0C653X34K?psc=1","https://m.media-amazon.com/images/I/91fvYFsU8KL._AC_SY355_.jpg","Litanika",29.69,2498,176,100,126054.83,5554.56,67,30102,"CN",13.15,1,4.6,2150,5,27,"Andency","Home & Kitchen","Large Standard-Size","FBA","17.48 x 5.83 x 10.04 in",6.33,"N/A","May 23, 2023",,"No",40,"Andency"
150.,"YIKUSH Floral Quilt Set Queen Size – Ultra Soft Lightweight Bedspread, 3 Piece Pink Bedding Set (90""x90"") with Pillowcases (20""x26""), All Season Coverlet for Bedroom & Guest Room","B0D8B91Y3S","https://www.amazon.com/dp/B0D8B91Y3S?psc=1","https://m.media-amazon.com/images/I/91G90a0t2bL._AC_SY355_.jpg","YIKUSH",44.99,1706,262,200,74238.52,11739.38,178,36637,"HK",14.71,1,4.7,707,6,23,"YIKUSH Inc","Home & Kitchen","Large Standard-Size","FBA","16.50 x 3.43 x 12.52 in",4.72,"N/A","Jun 27, 2024",,"No",27,"YIKUSH Inc"
151.,"Cozy Line Home Fashions 100% Cotton Victorian Medallion Solid White Matelasse Embossed Bedding Quilt Set, Reversible Lightweight Bedspread, Coverlet for All Season (Blantyre - White, Queen - 3 piece)","B09Y75K496","https://www.amazon.com/dp/B09Y75K496?psc=1","https://m.media-amazon.com/images/I/81lvz1LupUL._AC_SY355_.jpg","Cozy Line Home Fashions",80.37,2570,276,300,188944.79,22176.92,199,17052,"US",22.52,2,4.6,4758,6,21,"Cici Home Fashions","Home & Kitchen","Large Standard-Size","FBA","17.48 x 6.73 x 13.98 in",7.34,"N/A","Mar 10, 2016",,"No",126,"Cici Home Fashions"
152.,"Exclusivo Mezcla Lightweight Full Queen Quilt Bedding Set, Soft Microfiber","B0CB6F24C4","https://www.amazon.com/dp/B0CB6F24C4?psc=1","https://m.media-amazon.com/images/I/71M4H2AXTAL._AC_SY355_.jpg","Exclusivo Mezcla",26.99,4131,288,400,130578.7,7935.73,74,10639,"CN",11.84,2,4.6,3370,6,89,"Exclusivo Mezcla","Home & Kitchen","Large Standard-Size","FBA","16.30 x 6.22 x 6.34 in",4.14,"N/A","Jul 5, 2023",,"No",38,"Exclusivo Mezcla"
153.,"Green Velvet Quilt Queen Size-Bedding Sets Luxury Soft Bedspread with Shams","B0GT4F2RDH","https://www.amazon.com/dp/B0GT4F2RDH?psc=1","https://m.media-amazon.com/images/I/81uW9vTig5L._AC_SY355_.jpg","BLOOMHAVEN",59.99,455,67,50,32307.45,4266.91,75,127150,"US",21.62,1,4.7,28,9,10,"BLOOMHAVEN INC.","Home & Kitchen","Large Standard-Size","FBA","16.61 x 7.09 x 12.83 in",7.61,"N/A","May 18, 2026",,"No",4,"BLOOMHAVEN INC."
154.,"King Quilt Set-3 Pieces Soft Bedding Lightweight Floral Patchwork Coverlet","B0FPXB2S9N","https://www.amazon.com/dp/B0FPXB2S9N?psc=1","https://m.media-amazon.com/images/I/91CEBEHrA+L._AC_SY355_.jpg","BLOOMHAVEN",49.98,2742,123,100,138844.17,7139.76,74,21898,"US",17.03,2,4.7,210,8,47,"BLOOMHAVEN INC.","Home & Kitchen","Large Standard-Size","FBA","15.98 x 4.61 x 12.80 in",6.46,"N/A","Sep 5, 2025",,"No",12,"BLOOMHAVEN INC."
155.,"palassio Striped White 100% Cotton Quilt King Size Bedding Sets, Lightweight Crinkly Channel Pick Stitch Textured Bedspread Soft Shabby Chic Farmhouse Country Coverlet for All Season, 2 Shams","B0DK8ZQHHT","https://www.amazon.com/dp/B0DK8ZQHHT?psc=1","https://m.media-amazon.com/images/I/81WNEsFZHdL._AC_SY355_.jpg","palassio",79.99,4508,171,200,333265.51,13694.07,191,7154,"CN",21.72,2,4.4,1300,8,128,"PALASSIO","Home & Kitchen","Large Standard-Size","FBA","17.04 x 6.30 x 12.56 in",8.64,"N/A","Dec 18, 2024",,"No",21,"PALASSIO"
156.,"Hansleep Queen Quilt White Quilts Queen Size 3 Pieces (1 Quilt, 2 Shams)","B089VSSTD9","https://www.amazon.com/dp/B089VSSTD9?psc=1","https://m.media-amazon.com/images/I/81NPo9ZNhYL._AC_SY355_.jpg","Hansleep",24.29,3463,496,600,105163.81,13086.48,72,13509,"CN",11.76,3,4.6,5868,8,24,"Hansleep US","Home & Kitchen","Large Standard-Size","FBA","14.68 x 7.28 x 7.36 in",4.81,"N/A","Jun 7, 2020",,"No",75,"Hansleep US"
157.,"WONGS BEDDING Boho Quilt Queen Size, 3 Pieces Soft Blue Stripe Bedding Set","B07VBJ5P7Z","https://www.amazon.com/dp/B07VBJ5P7Z?psc=1","https://m.media-amazon.com/images/I/911CzXYUgtL._AC_SY355_.jpg","WONGS BEDDING",28.39,2431,78,50,89765.7,2282.12,74,51309,"HK",12.75,2,4.6,11525,9,27,"Wongs bedding USA( Gift shop)","Home & Kitchen","Large Standard-Size","FBA","15.00 x 6.97 x 7.40 in",4.43,"N/A","Jul 18, 2019",,"No",86,"Wongs bedding USA( Gift shop)"
158.,"DJY Striped Quilt Set King Size, Grey Boho Striped Patchwork Leaves Printed Bedspread Coverlet Set 3 Pieces Soft Lightweight Microfiber Quilted Bedding Set for All Season (104""x90"")","B0DB4ZJWWJ","https://www.amazon.com/dp/B0DB4ZJWWJ?psc=1","https://m.media-amazon.com/images/I/81oiXosNAPL._AC_SY355_.jpg","DJY",26.31,1105,132,"N/A",40378.05,3620.94,181,80469,"CN",13.06,3,4.6,444,7,20,"DJY home us","Home & Kitchen","Large Standard-Size","FBA","15.91 x 6.85 x 7.17 in",4.59,"N/A","Jul 24, 2024",,"No",26,"DJY home us"
159.,"WONGS BEDDING Botanical King Size Quilt, 3 Pieces Bedspread Set, Sage Green","B0D75V86X9","https://www.amazon.com/dp/B0D75V86X9?psc=1","https://m.media-amazon.com/images/I/81HfDGdeoUL._AC_SY355_.jpg","WONGS BEDDING",35.87,1586,192,100,66219.71,8258.24,75,39239,"HK",15.19,3,4.6,605,8,43,"Wongs bedding USA( Gift shop)","Home & Kitchen","Large Standard-Size","FBA","16.42 x 6.97 x 7.40 in",5.03,"N/A","Sep 24, 2024",,"No",24,"Wongs bedding USA( Gift shop)"
160.,"SheRest Queen Quilt Bedding Set - Soft Breathable Bed Quilts, Modern Style Embossed Bedspreads, Lightweight Microfiber Reversible Coverlet for All Seasons, Cream, 3 Pieces (1 Quilt, 2 Pillow Shams)","B0DZ1R5XBG","https://www.amazon.com/dp/B0DZ1R5XBG?psc=1","https://m.media-amazon.com/images/I/71WGNIzE8fL._AC_SY355_.jpg","SheRest",25.49,2168,30,"N/A",57224.61,848.71,197,5672,"CN",12.77,1,4.3,319,9,61,"SheRest","Home & Kitchen","Large Standard-Size","FBA","14.48 x 5.98 x 12.99 in",4.81,"N/A","Feb 28, 2025",,"No",19,"SheRest"
161.,"GOONE XL Queen Quilt Set, Blue and White Floral, Reversible, 90"" × 96""","B0DQTVJBPS","https://www.amazon.com/dp/B0DQTVJBPS?psc=1","https://m.media-amazon.com/images/I/810jtKTLjjL._AC_SY355_.jpg","GOONE",34.99,959,79,"N/A",35364.29,2678.43,70,143956,"HK",13.64,1,4.6,354,9,14,"MAXSHINE","Home & Kitchen","Large Standard-Size","FBA","16.77 x 4.57 x 12.80 in",4.03,"N/A","Feb 4, 2025",,"No",19,"MAXSHINE"
162.,"Drucon Purple Floral Quilt Set King 3 PCs Purple Botanical Flower Quilt Set","B0BFDGBSW4","https://www.amazon.com/dp/B0BFDGBSW4?psc=1","https://m.media-amazon.com/images/I/81vWkESrwUL._AC_SY355_.jpg","Drucon",33.84,2287,32,"N/A",82827.68,1313.01,75,37758,"HK",13.2,1,4.5,2544,7,28,"GOODIDEA HOME","Home & Kitchen","Large Standard-Size","FBA","15.79 x 6.85 x 7.20 in",4.87,"N/A","Sep 14, 2022",,"No",48,"GOODIDEA HOME"
163.,"OARAGE Queen Quilt Bedding Set Soft Lightweight Olive Green Bedspread with Leaf Pattern, Ultrasonic Microfiber Bed Coverlet Full Size for All Season (1 Quilt, 2 Shams)","B0D8718HY7","https://www.amazon.com/dp/B0D8718HY7?psc=1","https://m.media-amazon.com/images/I/81G5XryPWaL._AC_SY355_.jpg","OARAGE",20.14,1390,213,300,39424.92,4611.13,167,33481,"CN",10.73,1,4.4,1038,8,37,"TAMMINO","Home & Kitchen","Large Standard-Size","FBA","13.15 x 3.98 x 10.43 in",4.3,"N/A","Jun 26, 2024",,"No",27,"TAMMINO"
164.,"Levtex Home - Maileen Quilt Set - King Quilt and Two King Shams - Floral - Bright Multi Color - Quilt (106x92in.) and Shams (20x36in.) - Reversible - Cotton","B0DW5PCD8J","https://www.amazon.com/dp/B0DW5PCD8J?psc=1","https://m.media-amazon.com/images/I/91dj9jGF67L._AC_SY355_.jpg","Levtex Home",144.49,1991,88,100,203700.69,10715.11,156,34855,"US",35.78,2,4.7,62,8,6,"Max&Taffy","Home & Kitchen","Large and Bulky","FBA","18.00 x 9.00 x 14.00 in",7.7,"N/A","Feb 5, 2025",,"No",19,"Max&Taffy"
165.,"Bedsure King Size Quilt - King Quilt Bedding Set Bedspread Coverlet, Lightweight Comforter Neutral Striped Bedding, 3-Piece Set with 106""x96"" Coverlet & 2 Pillow Shams, All-Season Soft","B0FH4ZBK86","https://www.amazon.com/dp/B0FH4ZBK86?psc=1","https://m.media-amazon.com/images/I/81ESlc5bjTL._AC_SY355_.jpg","Bedsure",55.49,1753,88,50,106063.65,5523.34,184,36208,"HK",19.02,1,4.6,1288,9,27,"Bedsure Sleep Solutions","Home & Kitchen","Large Standard-Size","FBA","14.84 x 7.60 x 8.03 in",6.89,"N/A","Nov 1, 2025",,"No",10,"Bedsure Sleep Solutions"
166.,"Bedsure Quilts Queen Size, Lightweight Comforter Set, Navy Bedspread","B01EJ7AZO0","https://www.amazon.com/dp/B01EJ7AZO0?psc=1","https://m.media-amazon.com/images/I/81BeAlCmL2L._AC_SY355_.jpg","Bedsure",37.99,8709,237,200,388282.56,9534.66,68,2806,"US",14.43,1,4.6,18160,9,164,"Bedsure  Collections","Home & Kitchen","Large Standard-Size","FBA","15.00 x 7.17 x 7.52 in",5.36,"N/A","Apr 19, 2016",,"No",125,"Bedsure  Collections"
167.,"EVERGRACEHOME Cotton Sateen Quilt Set, King Size, Cream","B0F1TP26XW","https://www.amazon.com/dp/B0F1TP26XW?psc=1","https://m.media-amazon.com/images/I/81UyZz5wsWL._AC_SY355_.jpg","EverGrace",104.49,1655,273,"N/A",170185.45,28709.47,55,21160,"US",26.54,3,4.4,337,9,43,"EVERGRACEHOME","Home & Kitchen","Large Standard-Size","FBA","17.20 x 6.22 x 13.19 in",9.83,"N/A","Mar 18, 2025",,"No",18,"EVERGRACEHOME"
168.,"ROARINGWILD Beige Cloud Queen Size Quilt Bedding Sets with Pillow Shams, Farmhouse Lightweight Soft Bedspread Coverlet, All Season Rustic Country Thin Comforter, 3 Pieces, 90x90 inches, Tan Cream","B0B42GCHNM","https://www.amazon.com/dp/B0B42GCHNM?psc=1","https://m.media-amazon.com/images/I/916gDfhdPfL._AC_SY355_.jpg","ROARINGWILD",30.59,2555,97,50,84342.04,3132.32,195,20705,"CN",13.98,1,4.4,2927,8,27,"ROARINGWILD Store","Home & Kitchen","Large Standard-Size","FBA","16.65 x 6.77 x 6.89 in",4.59,"N/A","Jun 14, 2022",,"No",51,"ROARINGWILD Store"
169.,"($) White Queen Quilt Bedding Set with 2 Pillow Shams, White Quilts Full Size","B00SFFOFY4","https://www.amazon.com/dp/B00SFFOFY4?psc=1","https://m.media-amazon.com/images/I/81Icf0a1kML._AC_SY355_.jpg","Southshore Fine Living, Inc.",54.99,9580,303,300,519647.93,16672.36,73,6682,"US",17.72,3,4.6,13910,9,97,"SouthShore Fine Living, Inc.","Home & Kitchen","Large Standard-Size","FBA","15.87 x 7.09 x 10.87 in",7.23,"N/A","Jan 19, 2015","Sponsored","No",140,"SouthShore Fine Living, Inc."
170.,"($) 100% Cotton Beige Bedding Queen Size Quilt Set, Geometric Matelasse","B0FZHX1FPF","https://www.amazon.com/dp/B0FZHX1FPF?psc=1","https://m.media-amazon.com/images/I/71XN+i-CEzL._AC_SY355_.jpg","AJOCCI",106.99,1439,14,"N/A",135352.1,1399.28,67,72341,"CN",25.77,1,4.5,250,8,15,"MEIZIZI","Home & Kitchen","Large Standard-Size","FBA","16.06 x 4.41 x 12.05 in",6.7,"N/A","Nov 3, 2025","Sponsored","No",10,"MEIZIZI"
171.,"($) Secgo King Size Comforter Set- 100% Cotton Quilt King Size Set, Green, Sage bedspreads (96 * 108 Inch) with 2 Pillow Shams, Patchwork Reversible Lightweight Bedding","B091CBY73X","https://www.amazon.com/dp/B091CBY73X?psc=1","https://m.media-amazon.com/images/I/810qfdjn0qL._AC_SY355_.jpg","Secgo",85.49,4961,400,400,546681.75,36025.2,164,8178,"CN",24.04,2,4.6,6897,6,72,"Brindille","Home & Kitchen","Large Standard-Size","FBA","17.09 x 4.61 x 12.56 in",7.85,"N/A","May 10, 2021","Sponsored","No",64,"Brindille"
172.,"($) Exclusivo Mezcla Lightweight Full Queen Quilt Bedding Set, Soft Microfiber","B0CB6F24C4","https://www.amazon.com/dp/B0CB6F24C4?psc=1","https://m.media-amazon.com/images/I/71M4H2AXTAL._AC_SY355_.jpg","Exclusivo Mezcla",26.99,4131,288,400,130578.7,7935.73,74,10639,"CN",11.84,2,4.6,3370,6,89,"Exclusivo Mezcla","Home & Kitchen","Large Standard-Size","FBA","16.30 x 6.22 x 6.34 in",4.14,"N/A","Jul 5, 2023","Sponsored","No",38,"Exclusivo Mezcla"
173.,"($) EVERGRACEHOME 100% Cotton Box Stitch Quilt Set, Queen Size, Olive Green","B0F1T4ZFHF","https://www.amazon.com/dp/B0F1T4ZFHF?psc=1","https://m.media-amazon.com/images/I/81NL2a4meiL._AC_SY355_.jpg","EVERGRACEHOME",90.24,1507,68,50,139291.36,6169.96,71,22136,"US",22.76,1,4.5,341,9,41,"EVERGRACEHOME","Home & Kitchen","Large Standard-Size","FBA","17.13 x 4.96 x 13.35 in",7.76,"N/A","Mar 17, 2025","Sponsored","No",18,"EVERGRACEHOME"
